,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000010017,1856.33980263005,0.689159677611995,0.126443125836498,7.70206357778513e-09,1.50632983117811e-07
ENSG00000010030,14.6965307904997,-0.335764451876207,0.407615294954667,0.0798628846375101,0.225889076628354
ENSG00000010072,170.187162605361,-0.0501027432960138,0.142068160744108,0.68925740224532,0.856206219157317
ENSG00000010165,906.02900455269,-0.025841123078774,0.0987496751781965,0.783515306900895,0.906515284817018
ENSG00000010219,186.522435115581,-0.200627093666616,0.142100689524423,0.111723901215492,0.28800648845143
ENSG00000010244,2027.72708829448,0.111539620465785,0.0776823727198915,0.130860400376671,0.322359937102751
ENSG00000010256,1795.21376981209,0.45302705341301,0.093693402913173,4.51756666656758e-07,6.55356091162886e-06
ENSG00000010270,769.135052665364,0.0439119729986383,0.100547824258269,0.642420355804352,0.828206467138348
ENSG00000010278,3881.35889446014,0.549067357208468,0.097335233786704,3.95867756969119e-09,8.1116902200763e-08
ENSG00000010292,1191.09879886649,0.0273824188226663,0.100723423231233,0.782840719888536,0.906347159064615
ENSG00000010295,1202.5735146609,-0.0667843798593237,0.0942419794415061,0.454995045440105,0.692886636211128
ENSG00000010310,14.3213083714611,-0.583577252057023,0.576482220851007,0.0240228735574768,0.091833889333988
ENSG00000010318,73.704396290902,-0.0211347158363033,0.19401318458464,0.88770105678161,0.954104120475195
ENSG00000010322,2566.21303909775,-0.250594669304077,0.0807879110171664,0.00123465899730419,0.00797113177206913
ENSG00000010361,182.848016945078,0.124546115529051,0.146337039883596,0.334480658851714,0.583698368374538
ENSG00000010404,1950.00640233541,0.177546854131731,0.0891065299077177,0.0368977072205872,0.127368787879422
ENSG00000010438,14.2760199037944,0.0231236640688925,0.269984062566351,0.864668397533083,0.944093281520833
ENSG00000010539,121.107048050298,-0.0935048884973481,0.16188908444242,0.494175845897304,0.724469825465055
ENSG00000010610,57.9784709733893,-0.156474466053705,0.215577625399269,0.331253148514786,0.579861836134223
ENSG00000010626,142.74075472455,-0.190956121265507,0.159153200963745,0.164659892376786,0.377754094063386
ENSG00000010704,456.550289944427,-0.134736739629407,0.126652347831634,0.243473852434103,0.483462229610368
ENSG00000010803,762.801279787713,-0.00427998056898468,0.0964770770277213,0.963129786514354,0.985688800926321
ENSG00000010810,1682.49750610165,0.053328317043444,0.0876716856192248,0.527744771972406,0.748077488264006
ENSG00000010818,1411.1952346272,-0.336258630763143,0.0926016003118665,0.000136224763899995,0.00116142077666416
ENSG00000010932,32.3997971108222,0.333309025349337,0.433790088488835,0.0634799558349116,0.191705001442828
ENSG00000011007,1099.66319582881,0.16708110338042,0.0920261494895147,0.0563921061305784,0.175563269638569
ENSG00000011009,464.098893586829,0.193318574627755,0.109483985436865,0.0582990066104219,0.180255090397656
ENSG00000011021,619.871000528516,0.0807416220313997,0.106399827214039,0.41715998799513,0.661700047337084
ENSG00000011028,16641.5217050934,-0.209187297880151,0.0780655859569008,0.005460550191427,0.0280893020631391
ENSG00000011105,3557.49710948025,0.273426368189851,0.0875405188814788,0.00109958295471628,0.00724695900564473
ENSG00000011114,1187.58889896275,0.0568177172781044,0.0905060361192013,0.511621894756668,0.736278212789484
ENSG00000011132,190.844533628159,0.0811107037380159,0.141785332361161,0.522542688128767,0.744037409376021
